year,degree,work,age,job_satisfied,happy,sex,age_range
1982,high school,NA,26,a little dissatisfied,pretty happy,male,age 20-39
1982,less than high school,yes,22,very dissatisfied,not too happy,female,age 20-39
1982,less than high school,yes,24,moderately satisfied,very happy,female,age 20-39
1982,high school,yes,68,NA,very happy,male,age 60-79
1982,high school,NA,21,a little dissatisfied,pretty happy,male,age 20-39
1982,high school,NA,31,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,31,moderately satisfied,pretty happy,male,age 20-39
1982,bachelor's,NA,33,very satisfied,very happy,male,age 20-39
1982,high school,NA,69,very satisfied,pretty happy,female,age 60-79
1982,high school,yes,24,NA,not too happy,female,age 20-39
1982,less than high school,yes,66,NA,not too happy,female,age 60-79
1982,high school,yes,40,NA,not too happy,male,age 40-59
1982,graduate,NA,46,very satisfied,not too happy,male,age 40-59
1982,less than high school,NA,27,NA,not too happy,male,age 20-39
1982,high school,NA,37,a little dissatisfied,very happy,male,age 20-39
1982,less than high school,no,71,very satisfied,very happy,female,age 60-79
1982,less than high school,yes,27,very dissatisfied,pretty happy,female,age 20-39
1982,high school,NA,53,moderately satisfied,pretty happy,female,age 40-59
1982,associate/junior college,yes,38,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,no,22,NA,pretty happy,male,age 20-39
1982,high school,yes,26,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,35,very satisfied,pretty happy,male,age 20-39
1982,less than high school,NA,45,moderately satisfied,pretty happy,male,age 40-59
1982,bachelor's,NA,53,moderately satisfied,pretty happy,male,age 40-59
1982,high school,NA,55,moderately satisfied,pretty happy,male,age 40-59
1982,high school,no,24,very satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,27,moderately satisfied,pretty happy,female,age 20-39
1982,bachelor's,NA,31,very satisfied,pretty happy,female,age 20-39
1982,less than high school,NA,40,moderately satisfied,not too happy,male,age 40-59
1982,less than high school,yes,63,NA,pretty happy,male,age 60-79
1982,less than high school,yes,22,NA,pretty happy,female,age 20-39
1982,less than high school,yes,30,NA,pretty happy,male,age 20-39
1982,less than high school,yes,87,NA,not too happy,female,age 80-100
1982,less than high school,NA,61,a little dissatisfied,pretty happy,female,age 60-79
1982,high school,NA,31,very satisfied,pretty happy,male,age 20-39
1982,high school,NA,24,very dissatisfied,pretty happy,male,age 20-39
1982,less than high school,yes,19,NA,not too happy,female,age 1-19
1982,less than high school,yes,45,moderately satisfied,pretty happy,female,age 40-59
1982,high school,yes,35,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,no,19,very dissatisfied,not too happy,female,age 1-19
1982,high school,yes,70,NA,NA,male,age 60-79
1982,high school,NA,21,very satisfied,pretty happy,female,age 20-39
1982,high school,yes,71,NA,pretty happy,female,age 60-79
1982,NA,NA,29,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,67,NA,very happy,male,age 60-79
1982,high school,yes,60,NA,very happy,male,age 60-79
1982,less than high school,yes,59,NA,very happy,male,age 40-59
1982,high school,yes,28,very satisfied,very happy,male,age 20-39
1982,less than high school,yes,61,very satisfied,not too happy,female,age 60-79
1982,less than high school,yes,59,moderately satisfied,pretty happy,female,age 40-59
1982,associate/junior college,yes,27,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,31,a little dissatisfied,pretty happy,male,age 20-39
1982,less than high school,NA,49,very satisfied,very happy,male,age 40-59
1982,less than high school,NA,46,moderately satisfied,pretty happy,male,age 40-59
1982,less than high school,NA,23,a little dissatisfied,not too happy,male,age 20-39
1982,less than high school,yes,50,very satisfied,pretty happy,female,age 40-59
1982,bachelor's,yes,68,NA,pretty happy,female,age 60-79
1982,high school,NA,49,moderately satisfied,pretty happy,male,age 40-59
1982,high school,NA,27,moderately satisfied,not too happy,male,age 20-39
1982,less than high school,NA,28,very dissatisfied,not too happy,male,age 20-39
1982,high school,NA,36,a little dissatisfied,pretty happy,female,age 20-39
1982,less than high school,yes,68,very satisfied,pretty happy,female,age 60-79
1982,high school,NA,65,very satisfied,very happy,male,age 60-79
1982,high school,NA,47,moderately satisfied,pretty happy,male,age 40-59
1982,high school,yes,22,NA,not too happy,female,age 20-39
1982,less than high school,no,53,moderately satisfied,pretty happy,female,age 40-59
1982,high school,NA,34,a little dissatisfied,pretty happy,male,age 20-39
1982,less than high school,NA,40,moderately satisfied,pretty happy,male,age 40-59
1982,less than high school,NA,29,moderately satisfied,pretty happy,male,age 20-39
1982,less than high school,yes,52,very satisfied,pretty happy,female,age 40-59
1982,high school,NA,37,moderately satisfied,not too happy,female,age 20-39
1982,bachelor's,NA,40,moderately satisfied,pretty happy,male,age 40-59
1982,associate/junior college,NA,56,very satisfied,pretty happy,male,age 40-59
1982,high school,NA,41,moderately satisfied,pretty happy,female,age 40-59
1982,high school,NA,29,a little dissatisfied,pretty happy,male,age 20-39
1982,high school,yes,33,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,23,moderately satisfied,not too happy,male,age 20-39
1982,high school,NA,58,moderately satisfied,pretty happy,male,age 40-59
1982,high school,yes,36,moderately satisfied,very happy,female,age 20-39
1982,high school,NA,26,a little dissatisfied,pretty happy,female,age 20-39
1982,less than high school,yes,22,NA,pretty happy,female,age 20-39
1982,graduate,NA,32,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,24,moderately satisfied,pretty happy,female,age 20-39
1982,associate/junior college,yes,53,NA,very happy,female,age 40-59
1982,less than high school,NA,49,a little dissatisfied,not too happy,female,age 40-59
1982,high school,yes,67,NA,pretty happy,male,age 60-79
1982,high school,no,23,NA,not too happy,female,age 20-39
1982,less than high school,NA,64,very satisfied,very happy,male,age 60-79
1982,high school,NA,24,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,73,very satisfied,pretty happy,female,age 60-79
1982,high school,NA,25,moderately satisfied,very happy,female,age 20-39
1982,less than high school,yes,86,very satisfied,pretty happy,female,age 80-100
1982,bachelor's,NA,50,very satisfied,very happy,female,age 40-59
1982,high school,yes,72,very satisfied,pretty happy,female,age 60-79
1982,high school,yes,38,very satisfied,not too happy,female,age 20-39
1982,high school,NA,24,very satisfied,not too happy,female,age 20-39
1982,bachelor's,NA,41,a little dissatisfied,pretty happy,male,age 40-59
1982,high school,NA,28,a little dissatisfied,not too happy,female,age 20-39
1982,less than high school,NA,76,very satisfied,very happy,male,age 60-79
1982,less than high school,yes,24,very satisfied,pretty happy,female,age 20-39
1982,high school,NA,26,moderately satisfied,pretty happy,male,age 20-39
1982,associate/junior college,NA,28,moderately satisfied,pretty happy,female,age 20-39
1982,bachelor's,NA,41,a little dissatisfied,not too happy,male,age 40-59
1982,associate/junior college,NA,37,very satisfied,pretty happy,male,age 20-39
1982,bachelor's,NA,30,very satisfied,pretty happy,male,age 20-39
1982,high school,yes,57,NA,pretty happy,male,age 40-59
1982,high school,NA,31,moderately satisfied,pretty happy,male,age 20-39
1982,high school,NA,23,moderately satisfied,very happy,female,age 20-39
1982,high school,NA,26,NA,pretty happy,male,age 20-39
1982,associate/junior college,yes,39,NA,not too happy,female,age 20-39
1982,less than high school,NA,46,very satisfied,very happy,male,age 40-59
1982,less than high school,NA,58,moderately satisfied,pretty happy,female,age 40-59
1982,high school,NA,27,very satisfied,pretty happy,male,age 20-39
1982,high school,NA,61,very satisfied,very happy,female,age 60-79
1982,less than high school,NA,41,very satisfied,not too happy,female,age 40-59
1982,less than high school,yes,77,NA,pretty happy,female,age 60-79
1982,less than high school,NA,54,very satisfied,not too happy,female,age 40-59
1982,high school,yes,33,moderately satisfied,not too happy,female,age 20-39
1982,less than high school,NA,44,moderately satisfied,pretty happy,female,age 40-59
1982,less than high school,yes,74,NA,not too happy,male,age 60-79
1982,less than high school,NA,44,very satisfied,very happy,male,age 40-59
1982,less than high school,NA,66,very satisfied,very happy,male,age 60-79
1982,less than high school,no,29,NA,very happy,female,age 20-39
1982,less than high school,yes,59,very satisfied,very happy,female,age 40-59
1982,less than high school,NA,61,very satisfied,pretty happy,female,age 60-79
1982,less than high school,yes,25,very satisfied,pretty happy,female,age 20-39
1982,high school,NA,26,very satisfied,very happy,female,age 20-39
1982,less than high school,NA,53,very satisfied,very happy,male,age 40-59
1982,less than high school,NA,46,moderately satisfied,pretty happy,female,age 40-59
1982,high school,NA,31,very satisfied,pretty happy,male,age 20-39
1982,high school,yes,28,very dissatisfied,not too happy,female,age 20-39
1982,less than high school,yes,55,NA,not too happy,male,age 40-59
1982,less than high school,yes,80,very satisfied,pretty happy,female,age 80-100
1982,high school,NA,26,very dissatisfied,not too happy,male,age 20-39
1982,less than high school,NA,38,moderately satisfied,pretty happy,male,age 20-39
1982,less than high school,yes,68,NA,very happy,male,age 60-79
1982,less than high school,no,84,NA,very happy,female,age 80-100
1982,high school,NA,21,moderately satisfied,not too happy,female,age 20-39
1982,less than high school,yes,63,NA,pretty happy,male,age 60-79
1982,high school,NA,20,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,60,NA,very happy,male,age 60-79
1982,less than high school,NA,41,moderately satisfied,pretty happy,female,age 40-59
1982,high school,NA,35,very satisfied,pretty happy,male,age 20-39
1982,high school,NA,23,moderately satisfied,very happy,female,age 20-39
1982,high school,NA,36,very satisfied,pretty happy,male,age 20-39
1982,less than high school,NA,47,very satisfied,pretty happy,male,age 40-59
1982,high school,NA,39,a little dissatisfied,very happy,female,age 20-39
1982,high school,NA,22,moderately satisfied,very happy,female,age 20-39
1982,high school,NA,23,very satisfied,very happy,female,age 20-39
1982,less than high school,yes,54,a little dissatisfied,not too happy,female,age 40-59
1982,less than high school,NA,29,moderately satisfied,very happy,male,age 20-39
1982,bachelor's,NA,64,very satisfied,very happy,male,age 60-79
1982,less than high school,NA,46,very satisfied,pretty happy,male,age 40-59
1982,less than high school,yes,43,a little dissatisfied,pretty happy,female,age 40-59
1982,less than high school,NA,39,very satisfied,pretty happy,female,age 20-39
1982,less than high school,NA,31,very satisfied,pretty happy,female,age 20-39
1982,less than high school,NA,19,moderately satisfied,pretty happy,male,age 1-19
1982,high school,NA,61,moderately satisfied,pretty happy,female,age 60-79
1982,high school,NA,32,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,39,moderately satisfied,not too happy,male,age 20-39
1982,less than high school,yes,54,NA,not too happy,female,age 40-59
1982,less than high school,NA,62,moderately satisfied,pretty happy,male,age 60-79
1982,high school,NA,23,moderately satisfied,not too happy,female,age 20-39
1982,high school,NA,28,very satisfied,pretty happy,female,age 20-39
1982,less than high school,NA,54,very satisfied,pretty happy,male,age 40-59
1982,high school,yes,24,NA,pretty happy,male,age 20-39
1982,less than high school,yes,37,very dissatisfied,pretty happy,female,age 20-39
1982,less than high school,yes,60,NA,pretty happy,female,age 60-79
1982,less than high school,NA,52,very satisfied,not too happy,male,age 40-59
1982,less than high school,NA,56,very satisfied,pretty happy,female,age 40-59
1982,less than high school,NA,29,moderately satisfied,not too happy,male,age 20-39
1982,high school,no,52,moderately satisfied,very happy,female,age 40-59
1982,high school,NA,21,a little dissatisfied,pretty happy,male,age 20-39
1982,high school,NA,43,very satisfied,pretty happy,male,age 40-59
1982,bachelor's,NA,38,moderately satisfied,pretty happy,male,age 20-39
1982,high school,yes,36,NA,not too happy,male,age 20-39
1982,high school,yes,36,a little dissatisfied,pretty happy,female,age 20-39
1982,high school,NA,37,very satisfied,very happy,female,age 20-39
1982,less than high school,yes,74,NA,pretty happy,female,age 60-79
1982,high school,NA,45,a little dissatisfied,pretty happy,male,age 40-59
1982,high school,NA,47,moderately satisfied,pretty happy,male,age 40-59
1982,high school,NA,45,a little dissatisfied,pretty happy,female,age 40-59
1982,high school,NA,38,very dissatisfied,not too happy,female,age 20-39
1982,less than high school,NA,34,very satisfied,pretty happy,female,age 20-39
1982,bachelor's,NA,47,NA,pretty happy,male,age 40-59
1982,bachelor's,NA,50,very dissatisfied,very happy,female,age 40-59
1982,high school,yes,71,NA,NA,male,age 60-79
1982,high school,NA,51,moderately satisfied,pretty happy,male,age 40-59
1982,graduate,NA,63,a little dissatisfied,pretty happy,male,age 60-79
1982,less than high school,NA,22,very dissatisfied,very happy,male,age 20-39
1982,associate/junior college,yes,25,NA,not too happy,female,age 20-39
1982,less than high school,NA,70,very satisfied,very happy,male,age 60-79
1982,graduate,NA,31,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,no,37,very satisfied,very happy,female,age 20-39
1982,bachelor's,NA,27,a little dissatisfied,pretty happy,female,age 20-39
1982,high school,NA,28,very satisfied,not too happy,male,age 20-39
1982,high school,NA,26,a little dissatisfied,very happy,female,age 20-39
1982,less than high school,yes,29,NA,pretty happy,female,age 20-39
1982,bachelor's,NA,34,moderately satisfied,not too happy,female,age 20-39
1982,less than high school,NA,32,very satisfied,not too happy,male,age 20-39
1982,less than high school,NA,54,very satisfied,not too happy,male,age 40-59
1982,high school,yes,54,NA,pretty happy,male,age 40-59
1982,high school,yes,79,very satisfied,pretty happy,female,age 60-79
1982,less than high school,NA,43,very satisfied,not too happy,male,age 40-59
1982,less than high school,no,76,very satisfied,not too happy,female,age 60-79
1982,high school,no,26,NA,pretty happy,female,age 20-39
1982,high school,NA,38,very satisfied,pretty happy,male,age 20-39
1982,high school,yes,26,moderately satisfied,not too happy,female,age 20-39
1982,high school,NA,30,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,40,a little dissatisfied,pretty happy,female,age 40-59
1982,high school,NA,34,very satisfied,pretty happy,female,age 20-39
1982,graduate,NA,50,very satisfied,very happy,female,age 40-59
1982,graduate,NA,52,moderately satisfied,pretty happy,female,age 40-59
1982,graduate,NA,52,moderately satisfied,pretty happy,male,age 40-59
1982,bachelor's,NA,53,very satisfied,pretty happy,female,age 40-59
1982,less than high school,NA,46,very satisfied,pretty happy,male,age 40-59
1982,high school,yes,26,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,79,very satisfied,pretty happy,female,age 60-79
1982,high school,no,23,a little dissatisfied,not too happy,female,age 20-39
1982,less than high school,yes,53,very satisfied,pretty happy,female,age 40-59
1982,less than high school,NA,19,very dissatisfied,pretty happy,male,age 1-19
1982,less than high school,yes,67,NA,not too happy,female,age 60-79
1982,less than high school,yes,84,NA,very happy,male,age 80-100
1982,less than high school,yes,54,NA,pretty happy,female,age 40-59
1982,less than high school,yes,71,NA,pretty happy,female,age 60-79
1982,less than high school,yes,59,NA,pretty happy,female,age 40-59
1982,less than high school,yes,75,NA,pretty happy,female,age 60-79
1982,high school,NA,33,a little dissatisfied,pretty happy,male,age 20-39
1982,less than high school,yes,73,NA,pretty happy,female,age 60-79
1982,less than high school,yes,83,NA,pretty happy,female,age 80-100
1982,less than high school,NA,18,very satisfied,pretty happy,male,age 1-19
1982,less than high school,NA,56,very satisfied,pretty happy,female,age 40-59
1982,high school,NA,34,very satisfied,pretty happy,female,age 20-39
1982,less than high school,NA,56,moderately satisfied,very happy,male,age 40-59
1982,high school,NA,51,NA,very happy,female,age 40-59
1982,less than high school,yes,29,NA,pretty happy,female,age 20-39
1982,high school,yes,61,NA,very happy,female,age 60-79
1982,associate/junior college,yes,28,a little dissatisfied,not too happy,female,age 20-39
1982,high school,yes,63,NA,pretty happy,male,age 60-79
1982,high school,NA,30,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,no,68,NA,very happy,male,age 60-79
1982,less than high school,NA,49,very satisfied,pretty happy,male,age 40-59
1982,high school,yes,56,NA,very happy,female,age 40-59
1982,less than high school,no,19,NA,pretty happy,female,age 1-19
1982,less than high school,yes,68,NA,not too happy,female,age 60-79
1982,bachelor's,NA,62,moderately satisfied,pretty happy,male,age 60-79
1982,high school,NA,49,very satisfied,pretty happy,female,age 40-59
1982,graduate,yes,66,NA,pretty happy,female,age 60-79
1982,high school,NA,50,moderately satisfied,pretty happy,female,age 40-59
1982,high school,NA,53,very satisfied,very happy,male,age 40-59
1982,less than high school,NA,69,very satisfied,pretty happy,female,age 60-79
1982,graduate,NA,48,very satisfied,pretty happy,female,age 40-59
1982,graduate,NA,49,moderately satisfied,very happy,female,age 40-59
1982,graduate,yes,77,NA,pretty happy,male,age 60-79
1982,high school,NA,65,moderately satisfied,pretty happy,female,age 60-79
1982,high school,NA,19,moderately satisfied,pretty happy,female,age 1-19
1982,high school,yes,36,NA,very happy,female,age 20-39
1982,graduate,yes,71,NA,very happy,female,age 60-79
1982,less than high school,NA,43,moderately satisfied,pretty happy,male,age 40-59
1982,high school,no,54,very satisfied,very happy,female,age 40-59
1982,high school,NA,23,a little dissatisfied,pretty happy,male,age 20-39
1982,high school,NA,29,very satisfied,pretty happy,female,age 20-39
1982,high school,yes,34,moderately satisfied,pretty happy,female,age 20-39
1982,high school,NA,25,moderately satisfied,pretty happy,male,age 20-39
1982,high school,NA,43,very dissatisfied,not too happy,female,age 40-59
1982,less than high school,NA,35,a little dissatisfied,pretty happy,male,age 20-39
1982,less than high school,NA,42,moderately satisfied,pretty happy,female,age 40-59
1982,less than high school,yes,36,a little dissatisfied,pretty happy,female,age 20-39
1982,high school,NA,29,a little dissatisfied,not too happy,female,age 20-39
1982,less than high school,yes,60,moderately satisfied,pretty happy,female,age 60-79
1982,less than high school,yes,71,moderately satisfied,very happy,female,age 60-79
1982,less than high school,yes,51,moderately satisfied,pretty happy,female,age 40-59
1982,less than high school,no,27,a little dissatisfied,not too happy,female,age 20-39
1982,high school,NA,50,very satisfied,pretty happy,female,age 40-59
1982,high school,NA,29,very satisfied,pretty happy,male,age 20-39
1982,bachelor's,yes,41,NA,pretty happy,female,age 40-59
1982,less than high school,NA,54,moderately satisfied,pretty happy,male,age 40-59
1982,less than high school,NA,35,moderately satisfied,pretty happy,male,age 20-39
1982,bachelor's,NA,35,very satisfied,pretty happy,male,age 20-39
1982,less than high school,NA,26,a little dissatisfied,pretty happy,female,age 20-39
1982,less than high school,yes,62,NA,very happy,female,age 60-79
1982,less than high school,yes,78,NA,not too happy,female,age 60-79
1982,high school,yes,68,NA,not too happy,male,age 60-79
1982,high school,NA,27,very satisfied,pretty happy,male,age 20-39
1982,less than high school,NA,20,very satisfied,pretty happy,male,age 20-39
1982,graduate,NA,48,very satisfied,pretty happy,male,age 40-59
1982,high school,NA,32,moderately satisfied,pretty happy,male,age 20-39
1982,less than high school,yes,60,very satisfied,pretty happy,female,age 60-79
1982,high school,NA,27,very satisfied,not too happy,female,age 20-39
1982,less than high school,NA,37,very satisfied,very happy,female,age 20-39
1982,less than high school,yes,72,NA,pretty happy,male,age 60-79
1982,less than high school,yes,57,very satisfied,not too happy,female,age 40-59
1982,less than high school,no,54,NA,pretty happy,female,age 40-59
1982,high school,yes,31,NA,not too happy,male,age 20-39
1982,less than high school,yes,85,NA,pretty happy,female,age 80-100
1982,high school,NA,58,moderately satisfied,not too happy,female,age 40-59
1982,high school,yes,47,very dissatisfied,pretty happy,female,age 40-59
1982,high school,NA,24,very satisfied,pretty happy,male,age 20-39
1982,less than high school,no,76,NA,very happy,female,age 60-79
1982,high school,yes,37,very satisfied,very happy,female,age 20-39
1982,high school,yes,23,NA,not too happy,male,age 20-39
1982,high school,NA,23,a little dissatisfied,very happy,male,age 20-39
1982,less than high school,no,26,moderately satisfied,pretty happy,female,age 20-39
1982,high school,no,22,very dissatisfied,not too happy,female,age 20-39
1982,less than high school,NA,62,moderately satisfied,pretty happy,female,age 60-79
1982,high school,NA,29,moderately satisfied,pretty happy,male,age 20-39
1982,high school,no,20,NA,not too happy,female,age 20-39
1982,high school,NA,34,very satisfied,not too happy,female,age 20-39
1982,high school,yes,35,moderately satisfied,pretty happy,female,age 20-39
1982,bachelor's,NA,37,a little dissatisfied,pretty happy,female,age 20-39
1982,graduate,NA,35,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,56,very satisfied,not too happy,female,age 40-59
1982,high school,NA,38,a little dissatisfied,pretty happy,female,age 20-39
1982,high school,NA,29,very dissatisfied,pretty happy,male,age 20-39
1982,high school,NA,32,moderately satisfied,NA,male,age 20-39
1982,less than high school,NA,53,very satisfied,pretty happy,female,age 40-59
1982,associate/junior college,NA,49,very satisfied,pretty happy,female,age 40-59
1982,high school,yes,60,very satisfied,very happy,female,age 60-79
1982,less than high school,NA,27,a little dissatisfied,pretty happy,male,age 20-39
1982,high school,NA,21,a little dissatisfied,pretty happy,male,age 20-39
1982,less than high school,yes,70,NA,pretty happy,male,age 60-79
1982,high school,NA,37,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,55,NA,pretty happy,female,age 40-59
1982,high school,NA,36,moderately satisfied,not too happy,female,age 20-39
1982,high school,yes,63,NA,pretty happy,male,age 60-79
1982,high school,NA,27,moderately satisfied,not too happy,male,age 20-39
1982,high school,yes,27,NA,not too happy,female,age 20-39
1982,high school,yes,80,NA,pretty happy,male,age 80-100
1982,high school,NA,32,a little dissatisfied,very happy,female,age 20-39
1982,high school,NA,27,NA,not too happy,female,age 20-39
1982,high school,NA,25,very satisfied,pretty happy,female,age 20-39
1982,high school,no,23,moderately satisfied,not too happy,female,age 20-39
1982,less than high school,yes,71,moderately satisfied,pretty happy,female,age 60-79
1982,associate/junior college,NA,37,very satisfied,pretty happy,female,age 20-39
1982,high school,no,24,a little dissatisfied,very happy,female,age 20-39
1982,less than high school,NA,57,very satisfied,very happy,female,age 40-59
1982,less than high school,NA,48,NA,very happy,male,age 40-59
1982,less than high school,NA,42,a little dissatisfied,pretty happy,male,age 40-59
1982,less than high school,yes,51,moderately satisfied,very happy,female,age 40-59
1982,less than high school,NA,49,moderately satisfied,pretty happy,male,age 40-59
1982,NA,no,32,moderately satisfied,pretty happy,female,age 20-39
1982,less than high school,yes,54,very satisfied,not too happy,female,age 40-59
1982,high school,NA,56,very satisfied,pretty happy,female,age 40-59
1982,high school,NA,22,very satisfied,pretty happy,female,age 20-39
1982,high school,NA,27,very satisfied,pretty happy,male,age 20-39
1982,high school,NA,45,very satisfied,pretty happy,male,age 40-59
1982,high school,yes,20,a little dissatisfied,very happy,female,age 20-39
1982,high school,NA,38,very satisfied,very happy,male,age 20-39
1982,high school,no,21,NA,pretty happy,female,age 20-39
1982,high school,yes,37,NA,not too happy,female,age 20-39
1982,high school,NA,31,very satisfied,not too happy,male,age 20-39
1982,high school,no,27,very satisfied,pretty happy,female,age 20-39
1982,high school,NA,40,moderately satisfied,very happy,male,age 40-59
1982,high school,yes,25,very satisfied,pretty happy,female,age 20-39
1982,high school,NA,26,very satisfied,pretty happy,female,age 20-39
1983,less than high school,no,24,very dissatisfied,not too happy,female,age 20-39
1983,high school,no,55,NA,pretty happy,female,age 40-59
1983,high school,NA,54,very satisfied,pretty happy,male,age 40-59
1983,high school,NA,28,very satisfied,very happy,male,age 20-39
1983,high school,NA,59,very satisfied,pretty happy,female,age 40-59
1983,less than high school,NA,56,very satisfied,pretty happy,male,age 40-59
1983,high school,NA,38,moderately satisfied,very happy,female,age 20-39
1983,high school,yes,38,NA,pretty happy,female,age 20-39
1983,high school,NA,32,moderately satisfied,very happy,female,age 20-39
1983,high school,NA,47,very satisfied,very happy,male,age 40-59
1983,high school,yes,46,very satisfied,very happy,female,age 40-59
1983,associate/junior college,NA,23,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,60,moderately satisfied,pretty happy,female,age 60-79
1983,high school,NA,60,moderately satisfied,pretty happy,male,age 60-79
1983,less than high school,yes,67,NA,very happy,female,age 60-79
1983,high school,NA,22,very satisfied,pretty happy,female,age 20-39
1983,high school,yes,56,moderately satisfied,not too happy,female,age 40-59
1983,less than high school,NA,36,very satisfied,pretty happy,male,age 20-39
1983,high school,NA,34,moderately satisfied,very happy,male,age 20-39
1983,high school,NA,35,very satisfied,very happy,female,age 20-39
1983,graduate,NA,56,very dissatisfied,pretty happy,female,age 40-59
1983,high school,yes,37,a little dissatisfied,pretty happy,female,age 20-39
1983,bachelor's,yes,40,NA,very happy,female,age 40-59
1983,high school,NA,63,very satisfied,very happy,female,age 60-79
1983,bachelor's,NA,61,very satisfied,pretty happy,male,age 60-79
1983,bachelor's,yes,44,moderately satisfied,pretty happy,female,age 40-59
1983,high school,yes,28,very dissatisfied,pretty happy,female,age 20-39
1983,bachelor's,NA,56,moderately satisfied,pretty happy,female,age 40-59
1983,high school,NA,20,very satisfied,very happy,male,age 20-39
1983,high school,no,22,NA,pretty happy,female,age 20-39
1983,high school,no,39,very satisfied,pretty happy,female,age 20-39
1983,bachelor's,NA,66,very satisfied,very happy,male,age 60-79
1983,high school,NA,48,very satisfied,pretty happy,female,age 40-59
1983,high school,yes,47,moderately satisfied,pretty happy,female,age 40-59
1983,high school,no,32,NA,very happy,female,age 20-39
1983,less than high school,NA,44,a little dissatisfied,not too happy,male,age 40-59
1983,less than high school,yes,58,NA,not too happy,male,age 40-59
1983,less than high school,no,58,moderately satisfied,not too happy,female,age 40-59
1983,high school,NA,23,moderately satisfied,pretty happy,female,age 20-39
1983,less than high school,yes,73,moderately satisfied,pretty happy,female,age 60-79
1983,high school,NA,37,moderately satisfied,pretty happy,female,age 20-39
1983,associate/junior college,yes,33,moderately satisfied,very happy,female,age 20-39
1983,less than high school,yes,75,moderately satisfied,pretty happy,female,age 60-79
1983,less than high school,no,70,moderately satisfied,pretty happy,female,age 60-79
1983,graduate,NA,37,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,52,a little dissatisfied,not too happy,male,age 40-59
1983,high school,yes,46,very satisfied,pretty happy,female,age 40-59
1983,less than high school,yes,77,moderately satisfied,pretty happy,female,age 60-79
1983,less than high school,yes,76,very satisfied,pretty happy,female,age 60-79
1983,high school,yes,60,moderately satisfied,pretty happy,female,age 60-79
1983,graduate,NA,38,very satisfied,very happy,female,age 20-39
1983,less than high school,NA,41,very satisfied,pretty happy,female,age 40-59
1983,less than high school,NA,42,moderately satisfied,pretty happy,male,age 40-59
1983,high school,NA,35,very satisfied,pretty happy,female,age 20-39
1983,less than high school,NA,35,a little dissatisfied,not too happy,female,age 20-39
1983,high school,yes,34,very satisfied,pretty happy,female,age 20-39
1983,high school,yes,25,moderately satisfied,not too happy,female,age 20-39
1983,high school,yes,57,NA,not too happy,female,age 40-59
1983,high school,NA,34,very satisfied,pretty happy,female,age 20-39
1983,less than high school,NA,34,moderately satisfied,pretty happy,female,age 20-39
1983,bachelor's,NA,36,moderately satisfied,pretty happy,male,age 20-39
1983,bachelor's,NA,27,very satisfied,pretty happy,male,age 20-39
1983,less than high school,yes,71,NA,pretty happy,female,age 60-79
1983,high school,yes,69,moderately satisfied,pretty happy,female,age 60-79
1983,high school,yes,61,moderately satisfied,pretty happy,female,age 60-79
1983,high school,NA,64,very satisfied,pretty happy,female,age 60-79
1983,high school,NA,33,a little dissatisfied,pretty happy,male,age 20-39
1983,high school,NA,54,moderately satisfied,not too happy,male,age 40-59
1983,associate/junior college,NA,38,very dissatisfied,pretty happy,male,age 20-39
1983,graduate,NA,57,very satisfied,pretty happy,female,age 40-59
1983,high school,NA,40,very satisfied,pretty happy,male,age 40-59
1983,associate/junior college,NA,64,very satisfied,very happy,male,age 60-79
1983,bachelor's,NA,50,moderately satisfied,not too happy,female,age 40-59
1983,less than high school,no,25,moderately satisfied,pretty happy,female,age 20-39
1983,less than high school,no,21,a little dissatisfied,not too happy,female,age 20-39
1983,less than high school,yes,59,very satisfied,pretty happy,female,age 40-59
1983,less than high school,NA,39,very satisfied,pretty happy,male,age 20-39
1983,high school,yes,58,very satisfied,very happy,female,age 40-59
1983,high school,NA,38,very satisfied,pretty happy,female,age 20-39
1983,less than high school,yes,62,NA,very happy,male,age 60-79
1983,bachelor's,yes,45,very satisfied,very happy,female,age 40-59
1983,high school,NA,70,very satisfied,very happy,male,age 60-79
1983,associate/junior college,NA,32,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,40,very satisfied,not too happy,female,age 40-59
