year,degree,work,age,job_satisfied,happy,sex,age_range
1991,high school,NA,42,very satisfied,pretty happy,male,age 40-59
1991,high school,yes,75,NA,pretty happy,female,age 60-79
1991,less than high school,NA,56,moderately satisfied,pretty happy,male,age 40-59
1991,less than high school,NA,29,very satisfied,pretty happy,male,age 20-39
1991,associate/junior college,yes,72,a little dissatisfied,not too happy,female,age 60-79
1991,bachelor's,NA,26,moderately satisfied,very happy,male,age 20-39
1991,high school,NA,30,moderately satisfied,pretty happy,male,age 20-39
1991,high school,yes,76,NA,very happy,female,age 60-79
1991,bachelor's,NA,24,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,33,moderately satisfied,very happy,female,age 20-39
1991,high school,yes,66,NA,very happy,female,age 60-79
1991,high school,yes,67,moderately satisfied,not too happy,female,age 60-79
1991,less than high school,yes,65,NA,pretty happy,male,age 60-79
1991,high school,yes,59,very satisfied,pretty happy,female,age 40-59
1991,less than high school,NA,20,a little dissatisfied,pretty happy,female,age 20-39
1991,less than high school,yes,85,moderately satisfied,pretty happy,female,age 80-100
1991,high school,NA,39,moderately satisfied,very happy,male,age 20-39
1991,less than high school,no,32,NA,very happy,female,age 20-39
1991,high school,NA,63,very satisfied,pretty happy,female,age 60-79
1991,high school,yes,35,moderately satisfied,very happy,female,age 20-39
1991,less than high school,yes,77,NA,not too happy,male,age 60-79
1991,high school,NA,21,moderately satisfied,very happy,male,age 20-39
1991,high school,no,45,NA,pretty happy,female,age 40-59
1991,associate/junior college,NA,22,very satisfied,pretty happy,female,age 20-39
1991,bachelor's,yes,34,very satisfied,pretty happy,female,age 20-39
1991,associate/junior college,yes,66,NA,very happy,female,age 60-79
1991,associate/junior college,yes,26,moderately satisfied,very happy,female,age 20-39
1991,high school,NA,32,a little dissatisfied,not too happy,female,age 20-39
1991,high school,NA,39,moderately satisfied,pretty happy,female,age 20-39
1991,high school,yes,74,NA,pretty happy,male,age 60-79
1991,high school,NA,61,very satisfied,pretty happy,female,age 60-79
1991,high school,yes,35,a little dissatisfied,pretty happy,female,age 20-39
1991,high school,NA,26,very satisfied,very happy,male,age 20-39
1991,high school,yes,51,a little dissatisfied,very happy,female,age 40-59
1991,high school,NA,45,very satisfied,very happy,female,age 40-59
1991,high school,NA,24,moderately satisfied,pretty happy,female,age 20-39
1991,bachelor's,yes,73,NA,not too happy,female,age 60-79
1991,less than high school,no,87,moderately satisfied,pretty happy,female,age 80-100
1991,high school,NA,41,moderately satisfied,pretty happy,female,age 40-59
1991,high school,NA,37,a little dissatisfied,not too happy,female,age 20-39
1991,high school,NA,29,very satisfied,pretty happy,female,age 20-39
1991,high school,yes,48,very satisfied,pretty happy,female,age 40-59
1991,high school,yes,58,NA,very happy,female,age 40-59
1991,high school,NA,63,moderately satisfied,pretty happy,male,age 60-79
1991,less than high school,yes,73,moderately satisfied,pretty happy,female,age 60-79
1991,less than high school,yes,54,moderately satisfied,very happy,female,age 40-59
1991,less than high school,NA,22,a little dissatisfied,not too happy,male,age 20-39
1991,high school,NA,45,moderately satisfied,pretty happy,female,age 40-59
1991,high school,no,23,NA,pretty happy,female,age 20-39
1991,high school,no,88,a little dissatisfied,pretty happy,female,age 80-100
1991,associate/junior college,NA,36,very satisfied,very happy,male,age 20-39
1991,bachelor's,NA,39,very satisfied,very happy,male,age 20-39
1991,high school,NA,23,a little dissatisfied,pretty happy,female,age 20-39
1991,bachelor's,NA,49,moderately satisfied,pretty happy,female,age 40-59
1991,less than high school,yes,71,NA,pretty happy,male,age 60-79
1991,less than high school,yes,82,NA,very happy,male,age 80-100
1991,high school,NA,41,very satisfied,very happy,female,age 40-59
1991,high school,yes,68,moderately satisfied,pretty happy,female,age 60-79
1991,less than high school,yes,60,very satisfied,pretty happy,female,age 60-79
1991,bachelor's,NA,47,very satisfied,pretty happy,male,age 40-59
1991,less than high school,NA,60,very satisfied,pretty happy,female,age 60-79
1991,high school,no,41,NA,pretty happy,female,age 40-59
1991,high school,NA,55,moderately satisfied,not too happy,female,age 40-59
1991,less than high school,NA,27,very satisfied,pretty happy,female,age 20-39
1991,associate/junior college,NA,48,very satisfied,very happy,female,age 40-59
1991,less than high school,yes,79,NA,pretty happy,female,age 60-79
1991,high school,NA,61,moderately satisfied,not too happy,female,age 60-79
1991,high school,yes,52,moderately satisfied,pretty happy,female,age 40-59
1991,high school,yes,36,NA,pretty happy,male,age 20-39
1991,high school,NA,21,moderately satisfied,not too happy,female,age 20-39
1991,bachelor's,NA,33,moderately satisfied,very happy,female,age 20-39
1991,high school,NA,41,moderately satisfied,pretty happy,female,age 40-59
1991,bachelor's,NA,43,moderately satisfied,very happy,male,age 40-59
1991,less than high school,NA,39,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,43,moderately satisfied,not too happy,male,age 40-59
1991,high school,yes,60,NA,very happy,female,age 60-79
1991,bachelor's,NA,50,very satisfied,pretty happy,female,age 40-59
1991,graduate,NA,43,a little dissatisfied,pretty happy,male,age 40-59
1991,bachelor's,NA,49,moderately satisfied,pretty happy,male,age 40-59
1991,graduate,NA,63,very satisfied,pretty happy,male,age 60-79
1991,high school,yes,74,NA,very happy,female,age 60-79
1991,high school,NA,34,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,39,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,34,moderately satisfied,pretty happy,female,age 20-39
1991,high school,no,22,NA,pretty happy,male,age 20-39
1991,bachelor's,NA,49,moderately satisfied,pretty happy,male,age 40-59
1991,less than high school,yes,36,a little dissatisfied,not too happy,female,age 20-39
1991,high school,NA,28,a little dissatisfied,pretty happy,male,age 20-39
1991,bachelor's,yes,65,NA,very happy,male,age 60-79
1991,high school,yes,28,a little dissatisfied,pretty happy,female,age 20-39
1991,high school,no,65,moderately satisfied,pretty happy,female,age 60-79
1991,high school,NA,22,moderately satisfied,pretty happy,male,age 20-39
1991,high school,yes,59,NA,very happy,male,age 40-59
1991,less than high school,yes,79,NA,pretty happy,male,age 60-79
1991,high school,NA,33,very satisfied,very happy,male,age 20-39
1991,less than high school,NA,41,moderately satisfied,pretty happy,female,age 40-59
1991,high school,NA,35,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,58,moderately satisfied,very happy,female,age 40-59
1991,high school,NA,32,moderately satisfied,very happy,male,age 20-39
1991,high school,yes,32,moderately satisfied,very happy,female,age 20-39
1991,high school,yes,26,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,58,very satisfied,very happy,female,age 40-59
1991,high school,NA,21,moderately satisfied,very happy,male,age 20-39
1991,high school,NA,63,moderately satisfied,very happy,male,age 60-79
1991,less than high school,yes,37,a little dissatisfied,pretty happy,female,age 20-39
1991,high school,yes,32,NA,very happy,male,age 20-39
1991,less than high school,NA,45,very satisfied,pretty happy,male,age 40-59
1991,associate/junior college,NA,36,moderately satisfied,pretty happy,male,age 20-39
1991,high school,NA,28,very satisfied,pretty happy,male,age 20-39
1991,associate/junior college,NA,43,moderately satisfied,very happy,male,age 40-59
1991,less than high school,no,80,NA,very happy,female,age 80-100
1991,high school,NA,42,moderately satisfied,pretty happy,male,age 40-59
1991,high school,yes,33,a little dissatisfied,pretty happy,female,age 20-39
1991,high school,yes,49,NA,pretty happy,male,age 40-59
1991,high school,yes,58,NA,pretty happy,female,age 40-59
1991,associate/junior college,yes,65,NA,very happy,female,age 60-79
1991,high school,yes,74,NA,very happy,male,age 60-79
1991,graduate,NA,43,moderately satisfied,very happy,male,age 40-59
1991,less than high school,yes,73,NA,pretty happy,male,age 60-79
1991,high school,yes,73,NA,pretty happy,male,age 60-79
1991,high school,yes,76,a little dissatisfied,pretty happy,female,age 60-79
1991,less than high school,yes,69,NA,pretty happy,male,age 60-79
1991,high school,yes,54,NA,pretty happy,female,age 40-59
1991,high school,yes,67,a little dissatisfied,pretty happy,female,age 60-79
1991,less than high school,yes,60,very satisfied,pretty happy,female,age 60-79
1991,high school,yes,70,NA,pretty happy,female,age 60-79
1991,high school,yes,37,very dissatisfied,not too happy,female,age 20-39
1991,high school,NA,40,very satisfied,pretty happy,female,age 40-59
1991,high school,yes,71,very satisfied,pretty happy,female,age 60-79
1991,less than high school,yes,78,NA,pretty happy,female,age 60-79
1991,less than high school,yes,48,NA,not too happy,male,age 40-59
1991,high school,NA,34,very satisfied,pretty happy,female,age 20-39
1991,high school,NA,32,moderately satisfied,very happy,male,age 20-39
1991,less than high school,yes,54,NA,very happy,female,age 40-59
1991,high school,NA,24,very satisfied,pretty happy,male,age 20-39
1991,less than high school,NA,44,moderately satisfied,not too happy,male,age 40-59
1991,less than high school,yes,48,very satisfied,pretty happy,female,age 40-59
1991,high school,NA,25,very satisfied,pretty happy,male,age 20-39
1991,high school,NA,54,very satisfied,very happy,female,age 40-59
1991,less than high school,no,77,NA,pretty happy,female,age 60-79
1991,less than high school,yes,61,NA,very happy,female,age 60-79
1991,associate/junior college,yes,71,NA,pretty happy,female,age 60-79
1991,high school,yes,77,NA,very happy,female,age 60-79
1991,bachelor's,NA,27,very satisfied,not too happy,female,age 20-39
1991,less than high school,yes,62,NA,pretty happy,female,age 60-79
1991,less than high school,NA,61,moderately satisfied,pretty happy,female,age 60-79
1991,high school,NA,22,very satisfied,pretty happy,male,age 20-39
1991,high school,NA,33,very satisfied,not too happy,female,age 20-39
1991,high school,NA,25,moderately satisfied,pretty happy,female,age 20-39
1991,less than high school,no,51,moderately satisfied,pretty happy,female,age 40-59
1991,high school,yes,75,NA,pretty happy,male,age 60-79
1991,less than high school,yes,67,NA,very happy,male,age 60-79
1991,high school,NA,40,very satisfied,pretty happy,female,age 40-59
1991,high school,NA,32,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,26,moderately satisfied,very happy,female,age 20-39
1991,high school,NA,34,moderately satisfied,pretty happy,male,age 20-39
1991,high school,NA,30,very dissatisfied,not too happy,female,age 20-39
1991,less than high school,no,53,very satisfied,very happy,female,age 40-59
1991,high school,NA,47,very satisfied,very happy,male,age 40-59
1991,less than high school,yes,61,NA,pretty happy,female,age 60-79
1991,bachelor's,NA,50,moderately satisfied,pretty happy,female,age 40-59
1991,less than high school,yes,68,NA,not too happy,male,age 60-79
1991,less than high school,yes,76,NA,pretty happy,male,age 60-79
1991,less than high school,NA,56,very satisfied,pretty happy,female,age 40-59
1991,high school,NA,44,moderately satisfied,very happy,female,age 40-59
1991,less than high school,NA,39,moderately satisfied,very happy,female,age 20-39
1991,less than high school,NA,59,very satisfied,pretty happy,male,age 40-59
1991,less than high school,NA,43,moderately satisfied,not too happy,female,age 40-59
1991,less than high school,yes,78,NA,pretty happy,female,age 60-79
1991,bachelor's,NA,48,very satisfied,very happy,male,age 40-59
1991,bachelor's,NA,48,very satisfied,pretty happy,female,age 40-59
1991,bachelor's,NA,47,NA,very happy,male,age 40-59
1991,less than high school,NA,44,very satisfied,pretty happy,male,age 40-59
1991,associate/junior college,NA,22,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,47,moderately satisfied,very happy,male,age 40-59
1991,high school,NA,27,moderately satisfied,pretty happy,female,age 20-39
1991,graduate,NA,44,very satisfied,pretty happy,female,age 40-59
1991,less than high school,NA,38,a little dissatisfied,not too happy,male,age 20-39
1991,high school,NA,26,moderately satisfied,very happy,female,age 20-39
1991,bachelor's,NA,32,very satisfied,very happy,female,age 20-39
1991,high school,NA,32,moderately satisfied,pretty happy,female,age 20-39
1991,high school,yes,33,very satisfied,very happy,female,age 20-39
1991,less than high school,yes,71,moderately satisfied,pretty happy,female,age 60-79
1991,less than high school,no,55,moderately satisfied,very happy,female,age 40-59
1991,less than high school,yes,48,moderately satisfied,not too happy,female,age 40-59
1991,less than high school,yes,69,NA,pretty happy,female,age 60-79
1991,high school,NA,41,moderately satisfied,not too happy,female,age 40-59
1991,high school,NA,57,moderately satisfied,very happy,female,age 40-59
1991,bachelor's,yes,35,NA,pretty happy,male,age 20-39
1991,high school,yes,42,moderately satisfied,pretty happy,female,age 40-59
1991,less than high school,yes,64,very satisfied,very happy,female,age 60-79
1991,high school,NA,64,a little dissatisfied,pretty happy,female,age 60-79
1991,less than high school,NA,45,moderately satisfied,pretty happy,male,age 40-59
1991,high school,NA,51,moderately satisfied,very happy,male,age 40-59
1991,less than high school,NA,71,very satisfied,very happy,male,age 60-79
1991,less than high school,no,77,NA,very happy,female,age 60-79
1991,high school,yes,21,NA,very happy,female,age 20-39
1991,high school,no,22,NA,pretty happy,male,age 20-39
1991,high school,yes,20,NA,very happy,female,age 20-39
1991,high school,yes,21,NA,pretty happy,male,age 20-39
1991,high school,yes,21,NA,very happy,male,age 20-39
1991,high school,no,24,NA,pretty happy,male,age 20-39
1991,high school,yes,22,NA,very happy,male,age 20-39
1991,associate/junior college,no,23,NA,very happy,male,age 20-39
1991,less than high school,yes,73,moderately satisfied,pretty happy,female,age 60-79
1991,less than high school,yes,78,very satisfied,not too happy,female,age 60-79
1991,high school,yes,23,NA,pretty happy,male,age 20-39
1991,high school,yes,22,NA,pretty happy,male,age 20-39
1991,high school,yes,22,NA,pretty happy,female,age 20-39
1991,bachelor's,NA,27,moderately satisfied,pretty happy,male,age 20-39
1991,high school,NA,23,moderately satisfied,pretty happy,male,age 20-39
1991,high school,yes,21,NA,pretty happy,female,age 20-39
1991,high school,yes,22,NA,very happy,female,age 20-39
1991,high school,NA,23,very dissatisfied,very happy,female,age 20-39
1991,high school,no,22,NA,pretty happy,female,age 20-39
1991,high school,yes,22,NA,pretty happy,male,age 20-39
1991,bachelor's,NA,34,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,37,very satisfied,pretty happy,female,age 20-39
1991,graduate,yes,68,NA,very happy,female,age 60-79
1991,graduate,NA,43,very satisfied,very happy,female,age 40-59
1991,less than high school,yes,78,NA,pretty happy,female,age 60-79
1991,less than high school,no,63,NA,very happy,female,age 60-79
1991,bachelor's,yes,28,NA,very happy,male,age 20-39
1991,high school,NA,35,very satisfied,very happy,female,age 20-39
1991,high school,NA,47,very satisfied,very happy,male,age 40-59
1991,less than high school,yes,22,moderately satisfied,pretty happy,female,age 20-39
1991,less than high school,yes,82,NA,pretty happy,male,age 80-100
1991,high school,NA,28,moderately satisfied,pretty happy,female,age 20-39
1991,less than high school,NA,65,moderately satisfied,pretty happy,female,age 60-79
1991,high school,yes,24,very satisfied,pretty happy,female,age 20-39
1991,less than high school,no,50,very satisfied,pretty happy,female,age 40-59
1991,less than high school,yes,52,a little dissatisfied,pretty happy,female,age 40-59
1991,NA,no,58,NA,pretty happy,male,age 40-59
1991,high school,NA,41,moderately satisfied,very happy,male,age 40-59
1991,high school,NA,33,moderately satisfied,pretty happy,female,age 20-39
1991,NA,NA,35,moderately satisfied,pretty happy,male,age 20-39
1991,high school,NA,41,moderately satisfied,pretty happy,female,age 40-59
1991,high school,NA,43,moderately satisfied,not too happy,female,age 40-59
1991,bachelor's,NA,32,very satisfied,pretty happy,female,age 20-39
1991,high school,NA,36,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,34,moderately satisfied,pretty happy,male,age 20-39
1991,less than high school,NA,33,moderately satisfied,very happy,female,age 20-39
1991,less than high school,NA,30,a little dissatisfied,pretty happy,male,age 20-39
1991,high school,NA,31,moderately satisfied,very happy,female,age 20-39
1991,high school,yes,62,NA,very happy,male,age 60-79
1991,high school,yes,47,moderately satisfied,pretty happy,female,age 40-59
1991,high school,NA,31,very satisfied,pretty happy,female,age 20-39
1991,less than high school,no,73,moderately satisfied,pretty happy,female,age 60-79
1991,less than high school,yes,71,very satisfied,pretty happy,female,age 60-79
1991,less than high school,yes,81,very satisfied,pretty happy,female,age 80-100
1991,high school,NA,57,moderately satisfied,very happy,female,age 40-59
1991,high school,no,73,NA,very happy,female,age 60-79
1991,less than high school,yes,41,a little dissatisfied,not too happy,female,age 40-59
1991,less than high school,yes,69,NA,pretty happy,female,age 60-79
1991,less than high school,yes,61,NA,pretty happy,male,age 60-79
1991,high school,NA,32,very satisfied,very happy,male,age 20-39
1991,high school,NA,44,very satisfied,very happy,male,age 40-59
1991,high school,NA,43,very satisfied,very happy,female,age 40-59
1991,high school,yes,76,NA,pretty happy,female,age 60-79
1991,high school,yes,34,very satisfied,very happy,female,age 20-39
1991,high school,yes,82,NA,not too happy,female,age 80-100
1991,high school,yes,34,very satisfied,pretty happy,female,age 20-39
1991,high school,NA,41,moderately satisfied,pretty happy,female,age 40-59
1991,high school,NA,30,very satisfied,very happy,female,age 20-39
1991,high school,NA,27,very satisfied,pretty happy,male,age 20-39
1991,high school,NA,39,very satisfied,very happy,male,age 20-39
1991,bachelor's,NA,41,very satisfied,very happy,male,age 40-59
1991,bachelor's,yes,72,NA,pretty happy,female,age 60-79
1991,high school,NA,35,very satisfied,pretty happy,male,age 20-39
1991,high school,yes,35,moderately satisfied,very happy,female,age 20-39
1991,bachelor's,yes,66,NA,pretty happy,female,age 60-79
1991,less than high school,yes,64,NA,NA,male,age 60-79
1991,high school,NA,29,very satisfied,very happy,female,age 20-39
1991,high school,NA,50,very satisfied,very happy,female,age 40-59
1991,associate/junior college,yes,31,moderately satisfied,pretty happy,female,age 20-39
1991,high school,NA,56,moderately satisfied,pretty happy,female,age 40-59
1991,high school,NA,48,moderately satisfied,pretty happy,female,age 40-59
1991,less than high school,yes,60,very satisfied,very happy,female,age 60-79
1991,high school,yes,73,NA,very happy,female,age 60-79
1991,associate/junior college,yes,36,very dissatisfied,very happy,female,age 20-39
1991,high school,NA,32,moderately satisfied,pretty happy,female,age 20-39
1991,bachelor's,NA,28,very satisfied,pretty happy,female,age 20-39
1991,high school,NA,45,very satisfied,very happy,male,age 40-59
1991,high school,no,66,NA,very happy,female,age 60-79
1991,high school,NA,33,very satisfied,very happy,male,age 20-39
1991,high school,NA,51,very satisfied,pretty happy,male,age 40-59
1991,high school,NA,42,moderately satisfied,very happy,male,age 40-59
1991,high school,NA,22,moderately satisfied,pretty happy,male,age 20-39
1991,less than high school,NA,70,moderately satisfied,pretty happy,female,age 60-79
1991,less than high school,NA,48,very satisfied,very happy,male,age 40-59
1991,high school,NA,35,moderately satisfied,pretty happy,male,age 20-39
1991,high school,NA,35,a little dissatisfied,very happy,male,age 20-39
1991,high school,yes,82,NA,pretty happy,male,age 80-100
1991,less than high school,NA,30,moderately satisfied,pretty happy,male,age 20-39
1991,high school,NA,70,very satisfied,pretty happy,male,age 60-79
1991,high school,yes,47,very satisfied,very happy,female,age 40-59
1993,high school,NA,43,moderately satisfied,not too happy,male,age 40-59
1993,bachelor's,NA,44,very dissatisfied,pretty happy,male,age 40-59
1993,bachelor's,NA,43,very satisfied,very happy,female,age 40-59
1993,high school,NA,45,a little dissatisfied,pretty happy,female,age 40-59
1993,graduate,yes,78,NA,NA,female,age 60-79
1993,high school,yes,83,NA,pretty happy,male,age 80-100
1993,high school,NA,55,very satisfied,pretty happy,female,age 40-59
1993,high school,yes,75,NA,pretty happy,male,age 60-79
1993,graduate,NA,31,very satisfied,pretty happy,male,age 20-39
1993,graduate,NA,54,very satisfied,very happy,female,age 40-59
1993,graduate,NA,29,moderately satisfied,pretty happy,female,age 20-39
1993,high school,NA,23,moderately satisfied,pretty happy,female,age 20-39
1993,high school,NA,61,moderately satisfied,pretty happy,female,age 60-79
1993,less than high school,no,63,NA,not too happy,female,age 60-79
1993,less than high school,NA,33,moderately satisfied,pretty happy,female,age 20-39
1993,high school,NA,36,a little dissatisfied,pretty happy,female,age 20-39
1993,less than high school,no,39,moderately satisfied,pretty happy,female,age 20-39
1993,high school,NA,55,moderately satisfied,very happy,male,age 40-59
1993,bachelor's,NA,55,a little dissatisfied,pretty happy,female,age 40-59
1993,bachelor's,NA,34,moderately satisfied,pretty happy,male,age 20-39
1993,associate/junior college,NA,36,very satisfied,pretty happy,female,age 20-39
1993,bachelor's,NA,44,very satisfied,pretty happy,female,age 40-59
1993,graduate,yes,80,NA,not too happy,male,age 80-100
1993,bachelor's,NA,32,moderately satisfied,pretty happy,male,age 20-39
1993,less than high school,NA,37,very satisfied,very happy,male,age 20-39
1993,high school,NA,32,very satisfied,not too happy,male,age 20-39
1993,bachelor's,NA,49,moderately satisfied,pretty happy,female,age 40-59
1993,bachelor's,NA,45,moderately satisfied,pretty happy,female,age 40-59
1993,bachelor's,NA,36,moderately satisfied,pretty happy,female,age 20-39
1993,high school,NA,23,very satisfied,pretty happy,female,age 20-39
1993,graduate,NA,29,moderately satisfied,pretty happy,male,age 20-39
1993,associate/junior college,NA,30,moderately satisfied,pretty happy,female,age 20-39
1993,bachelor's,NA,40,a little dissatisfied,pretty happy,female,age 40-59
1993,less than high school,NA,26,moderately satisfied,pretty happy,female,age 20-39
1993,high school,yes,66,NA,very happy,male,age 60-79
1993,high school,NA,53,very dissatisfied,very happy,female,age 40-59
1993,high school,NA,20,very satisfied,very happy,female,age 20-39
1993,high school,NA,63,a little dissatisfied,not too happy,female,age 60-79
1993,less than high school,NA,41,moderately satisfied,not too happy,male,age 40-59
1993,high school,NA,33,very satisfied,very happy,female,age 20-39
1993,high school,NA,34,moderately satisfied,very happy,male,age 20-39
1993,bachelor's,NA,61,very satisfied,very happy,female,age 60-79
1993,graduate,NA,29,very satisfied,very happy,female,age 20-39
1993,high school,NA,45,very satisfied,pretty happy,female,age 40-59
1993,high school,NA,31,very satisfied,very happy,male,age 20-39
1993,high school,yes,20,NA,pretty happy,male,age 20-39
1993,graduate,NA,28,moderately satisfied,pretty happy,male,age 20-39
1993,graduate,NA,34,moderately satisfied,very happy,female,age 20-39
1993,high school,NA,45,very satisfied,very happy,female,age 40-59
1993,bachelor's,NA,35,very satisfied,very happy,female,age 20-39
1993,bachelor's,NA,48,very satisfied,very happy,male,age 40-59
1993,high school,NA,47,very satisfied,not too happy,female,age 40-59
1993,graduate,NA,39,moderately satisfied,very happy,male,age 20-39
1993,high school,no,20,NA,pretty happy,male,age 20-39
1993,high school,NA,27,a little dissatisfied,pretty happy,female,age 20-39
1993,high school,NA,36,moderately satisfied,pretty happy,male,age 20-39
1993,bachelor's,yes,78,NA,pretty happy,male,age 60-79
1993,high school,NA,42,very satisfied,very happy,female,age 40-59
1993,bachelor's,NA,31,moderately satisfied,not too happy,female,age 20-39
1993,bachelor's,NA,44,moderately satisfied,very happy,female,age 40-59
1993,high school,NA,39,moderately satisfied,pretty happy,male,age 20-39
1993,less than high school,no,19,moderately satisfied,not too happy,female,age 1-19
1993,high school,yes,37,very satisfied,not too happy,female,age 20-39
1993,bachelor's,yes,48,very satisfied,very happy,female,age 40-59
1993,high school,NA,39,very satisfied,not too happy,female,age 20-39
1993,high school,NA,45,moderately satisfied,pretty happy,male,age 40-59
1993,graduate,NA,46,moderately satisfied,very happy,male,age 40-59
1993,bachelor's,NA,23,moderately satisfied,very happy,female,age 20-39
1993,bachelor's,NA,37,moderately satisfied,very happy,female,age 20-39
1993,high school,NA,27,very satisfied,pretty happy,male,age 20-39
1993,bachelor's,NA,23,a little dissatisfied,pretty happy,female,age 20-39
1993,bachelor's,NA,31,very satisfied,pretty happy,male,age 20-39
1993,associate/junior college,yes,30,very satisfied,pretty happy,female,age 20-39
1993,bachelor's,yes,77,NA,pretty happy,male,age 60-79
1993,high school,NA,41,very dissatisfied,very happy,male,age 40-59
1993,less than high school,NA,70,very satisfied,very happy,female,age 60-79
1993,less than high school,yes,81,NA,pretty happy,male,age 80-100
1993,high school,NA,41,moderately satisfied,not too happy,male,age 40-59
1993,high school,no,41,very satisfied,pretty happy,female,age 40-59
1993,less than high school,yes,69,NA,not too happy,female,age 60-79
1993,high school,NA,41,moderately satisfied,not too happy,female,age 40-59
1993,less than high school,yes,32,very satisfied,pretty happy,female,age 20-39
1993,associate/junior college,NA,29,moderately satisfied,pretty happy,female,age 20-39
1993,high school,NA,51,moderately satisfied,not too happy,female,age 40-59
1993,bachelor's,NA,35,very satisfied,pretty happy,male,age 20-39
1993,high school,NA,36,moderately satisfied,pretty happy,male,age 20-39
1993,high school,NA,41,moderately satisfied,pretty happy,male,age 40-59
1993,bachelor's,NA,62,moderately satisfied,pretty happy,female,age 60-79
1993,high school,NA,44,moderately satisfied,pretty happy,male,age 40-59
1993,high school,yes,64,very satisfied,pretty happy,female,age 60-79
1993,high school,NA,49,moderately satisfied,pretty happy,male,age 40-59
1993,high school,NA,62,moderately satisfied,pretty happy,female,age 60-79
1993,graduate,yes,62,NA,very happy,female,age 60-79
1993,high school,NA,49,moderately satisfied,pretty happy,female,age 40-59
1993,associate/junior college,yes,49,NA,not too happy,female,age 40-59
1993,graduate,NA,45,moderately satisfied,very happy,male,age 40-59
1993,bachelor's,yes,75,NA,pretty happy,male,age 60-79
1993,bachelor's,yes,75,NA,very happy,male,age 60-79
1993,less than high school,yes,18,NA,pretty happy,male,age 1-19
1993,bachelor's,NA,31,moderately satisfied,pretty happy,male,age 20-39
1993,less than high school,NA,27,moderately satisfied,very happy,female,age 20-39
1993,high school,NA,45,moderately satisfied,very happy,male,age 40-59
1993,bachelor's,NA,27,very satisfied,pretty happy,male,age 20-39
1993,bachelor's,NA,31,moderately satisfied,pretty happy,male,age 20-39
1993,high school,NA,28,moderately satisfied,pretty happy,male,age 20-39
1993,high school,NA,52,moderately satisfied,pretty happy,male,age 40-59
1993,less than high school,yes,69,NA,pretty happy,male,age 60-79
1993,high school,NA,43,moderately satisfied,very happy,male,age 40-59
1993,bachelor's,NA,28,moderately satisfied,not too happy,male,age 20-39
1993,associate/junior college,NA,52,moderately satisfied,pretty happy,female,age 40-59
1993,associate/junior college,yes,41,moderately satisfied,pretty happy,female,age 40-59
1993,bachelor's,NA,37,very satisfied,very happy,female,age 20-39
1993,high school,NA,36,very satisfied,very happy,female,age 20-39
1993,high school,NA,24,very satisfied,pretty happy,female,age 20-39
1993,graduate,NA,51,very satisfied,pretty happy,male,age 40-59
1993,bachelor's,NA,57,moderately satisfied,very happy,male,age 40-59
1993,bachelor's,NA,72,a little dissatisfied,pretty happy,male,age 60-79
1993,graduate,NA,45,moderately satisfied,pretty happy,female,age 40-59
1993,graduate,NA,32,moderately satisfied,very happy,male,age 20-39
1993,associate/junior college,yes,64,NA,pretty happy,female,age 60-79
1993,high school,yes,63,moderately satisfied,pretty happy,female,age 60-79
1993,associate/junior college,NA,50,very satisfied,very happy,male,age 40-59
1993,less than high school,yes,71,NA,very happy,female,age 60-79
1993,high school,NA,59,moderately satisfied,pretty happy,male,age 40-59
1993,bachelor's,no,30,NA,not too happy,male,age 20-39
1993,high school,yes,37,moderately satisfied,pretty happy,female,age 20-39
1993,less than high school,NA,54,very satisfied,not too happy,female,age 40-59
1993,less than high school,NA,43,a little dissatisfied,very happy,male,age 40-59
1993,high school,yes,62,NA,very happy,female,age 60-79
1993,high school,yes,60,NA,very happy,female,age 60-79
1993,high school,NA,60,very satisfied,pretty happy,male,age 60-79
1993,bachelor's,NA,46,very satisfied,very happy,female,age 40-59
1993,high school,NA,28,very dissatisfied,not too happy,female,age 20-39
1993,high school,yes,30,moderately satisfied,pretty happy,female,age 20-39
1993,high school,NA,27,moderately satisfied,very happy,male,age 20-39
1993,high school,NA,45,a little dissatisfied,pretty happy,female,age 40-59
1993,bachelor's,NA,51,moderately satisfied,pretty happy,male,age 40-59
1993,bachelor's,NA,38,very satisfied,very happy,male,age 20-39
1993,graduate,NA,44,very satisfied,pretty happy,male,age 40-59
1993,graduate,NA,40,moderately satisfied,pretty happy,male,age 40-59
1993,high school,NA,50,moderately satisfied,very happy,female,age 40-59
1993,high school,NA,51,very satisfied,very happy,male,age 40-59
1993,high school,NA,40,moderately satisfied,pretty happy,female,age 40-59
1993,high school,yes,34,very satisfied,very happy,female,age 20-39
1993,high school,NA,54,very satisfied,pretty happy,female,age 40-59
1993,graduate,NA,59,very satisfied,very happy,male,age 40-59
